locus_tag	gene_name	start_site	end_site	gene_length
non_coding_2596	region	2568108	2568324	217
non_coding_2598	region	2570338	2570348	11
non_coding_2599	region	2571752	2571763	12
non_coding_2600	region	2572051	2572157	107
non_coding_2601	region	2572451	2572489	39
non_coding_2605	region	2575458	2575470	13
non_coding_2606	region	2575806	2576098	293
non_coding_2607	region	2578378	2578666	289
non_coding_2608	region	2579617	2579636	20
non_coding_2609	region	2581640	2581734	95
non_coding_2610	region	2582778	2582903	126
non_coding_2611	region	2583479	2583546	68
non_coding_2612	region	2585526	2585731	206
non_coding_2613	region	2587432	2587595	164
non_coding_2614	region	2590709	2590807	99
non_coding_2615	region	2590867	2591247	381
non_coding_2616	region	2591604	2591607	4
non_coding_2617	region	2592735	2592762	28
non_coding_2618	region	2592963	2593072	110
non_coding_2619	region	2593771	2593844	74
non_coding_2620	region	2595860	2595874	15
non_coding_2621	region	2596738	2596905	168
non_coding_2622	region	2597619	2597831	213
non_coding_2623	region	2598866	2598882	17
non_coding_2624	region	2599761	2599906	146
non_coding_2625	region	2600479	2600478	0
non_coding_2626	region	2600949	2601201	253
non_coding_2627	region	2601819	2601818	0
non_coding_2628	region	2603837	2603847	11
non_coding_2629	region	2604795	2604811	17
non_coding_2630	region	2606251	2606262	12
non_coding_2631	region	2606913	2606917	5
non_coding_2633	region	2610155	2610164	10
non_coding_2636	region	2611871	2611900	30
non_coding_2637	region	2613913	2613934	22
non_coding_2638	region	2614783	2614820	38
non_coding_2639	region	2615882	2616094	213
non_coding_2640	region	2617558	2617578	21
non_coding_2641	region	2617938	2618075	138
non_coding_2642	region	2618777	2618871	95
non_coding_2643	region	2620161	2620246	86
non_coding_2644	region	2620873	2621197	325
non_coding_2645	region	2622235	2622234	0
non_coding_2646	region	2622873	2623044	172
non_coding_2647	region	2625111	2625115	5
non_coding_2648	region	2626657	2626695	39
non_coding_2649	region	2628939	2629290	352
non_coding_2650	region	2629482	2629792	311
non_coding_2651	region	2630311	2630326	16
non_coding_2652	region	2630866	2630958	93
non_coding_2653	region	2632536	2632604	69
non_coding_2654	region	2634071	2634232	162
non_coding_2656	region	2635815	2635884	70
non_coding_2657	region	2637357	2637474	118
non_coding_2658	region	2638653	2638663	11
non_coding_2659	region	2639284	2639301	18
non_coding_2660	region	2640576	2640595	20
non_coding_2661	region	2640687	2640686	0
non_coding_2662	region	2641805	2641831	27
non_coding_2663	region	2642845	2643129	285
non_coding_2664	region	2644284	2644433	150
non_coding_2665	region	2644865	2645013	149
non_coding_2666	region	2647326	2647326	1
non_coding_2667	region	2652288	2652494	207
non_coding_2668	region	2653340	2653356	17
non_coding_2669	region	2653456	2653855	400
non_coding_2671	region	2654127	2654157	31
non_coding_2672	region	2654934	2655075	142
non_coding_2673	region	2656359	2656536	178
non_coding_2674	region	2656737	2656748	12
non_coding_2675	region	2657084	2657085	2
non_coding_2676	region	2658936	2658952	17
non_coding_2677	region	2659468	2659563	96
non_coding_2678	region	2659887	2659903	17
non_coding_2679	region	2660290	2660317	28
non_coding_2680	region	2661532	2661643	112
non_coding_2681	region	2662132	2662583	452
non_coding_2682	region	2663324	2663442	119
non_coding_2683	region	2664246	2664390	145
non_coding_2684	region	2665245	2665435	191
non_coding_2686	region	2667847	2668006	160
non_coding_2688	region	2668072	2669032	961
non_coding_2690	region	2670909	2670908	0
non_coding_2692	region	2672038	2672047	10
non_coding_2693	region	2673250	2673346	97
non_coding_2694	region	2673769	2673816	48
non_coding_2695	region	2674689	2674700	12
non_coding_2696	region	2675762	2675827	66
non_coding_2697	region	2676826	2676850	25
non_coding_2698	region	2678362	2678384	23
non_coding_2699	region	2679368	2679464	97
non_coding_2700	region	2682746	2682863	118
non_coding_2701	region	2684057	2684254	198
non_coding_2702	region	2685508	2685835	328
non_coding_2703	region	2687026	2687070	45
non_coding_2704	region	2687409	2687469	61
non_coding_2706	region	2689507	2689671	165
non_coding_2707	region	2691099	2691157	59
non_coding_2708	region	2691341	2691656	316
non_coding_2709	region	2695544	2695801	258
non_coding_2711	region	2697858	2697915	58
non_coding_2712	region	2698551	2698759	209
non_coding_2713	region	2699608	2699663	56
non_coding_2714	region	2699924	2700117	194
non_coding_2715	region	2700198	2700520	323
non_coding_2716	region	2700599	2700618	20
non_coding_2717	region	2700999	2700998	0
non_coding_2718	region	2701730	2701741	12
non_coding_2719	region	2702470	2702481	12
non_coding_2721	region	2704064	2704335	272
non_coding_2722	region	2705310	2705325	16
non_coding_2723	region	2707125	2707322	198
non_coding_2725	region	2708755	2708754	0
non_coding_2726	region	2709405	2709437	33
non_coding_2728	region	2710165	2710420	256
non_coding_2730	region	2712765	2712896	132
non_coding_2731	region	2714231	2714439	209
non_coding_2732	region	2715321	2715423	103
non_coding_2733	region	2716011	2716066	56
non_coding_2734	region	2716450	2716754	305
non_coding_2735	region	2717444	2717491	48
non_coding_2736	region	2718529	2718735	207
non_coding_2737	region	2719155	2719223	69
non_coding_2738	region	2719922	2719953	32
non_coding_2739	region	2722614	2722702	89
non_coding_2741	region	2724083	2724128	46
non_coding_2743	region	2725747	2725925	179
non_coding_2744	region	2725988	2726069	82
non_coding_2745	region	2726189	2726281	93
non_coding_2746	region	2729185	2729369	185
non_coding_2747	region	2729445	2729616	172
non_coding_2748	region	2731158	2731600	443
non_coding_2750	region	2734296	2734303	8
non_coding_2752	region	2736012	2736146	135
non_coding_2753	region	2736884	2737154	271
non_coding_2755	region	2737543	2737599	57
non_coding_2756	region	2737647	2737745	99
non_coding_2757	region	2738906	2738948	43
non_coding_2758	region	2740070	2740080	11
non_coding_2759	region	2741151	2741360	210
non_coding_2760	region	2741726	2741875	150
non_coding_2762	region	2743610	2743625	16
non_coding_2763	region	2744108	2744183	76
non_coding_2764	region	2744531	2744572	42
non_coding_2765	region	2745340	2745370	31
non_coding_2766	region	2745919	2745937	19
non_coding_2767	region	2746186	2746434	249
non_coding_2768	region	2747796	2747962	167
non_coding_2769	region	2748754	2748774	21
non_coding_2770	region	2750061	2750115	55
non_coding_2771	region	2750709	2750831	123
non_coding_2772	region	2751710	2751795	86
non_coding_2773	region	2753457	2753605	149
non_coding_2774	region	2753947	2754008	62
non_coding_2776	region	2754765	2754896	132
non_coding_2777	region	2755379	2755593	215
non_coding_2778	region	2755956	2756159	204
non_coding_2779	region	2757401	2757644	244
non_coding_2780	region	2758601	2758644	44
non_coding_2781	region	2758857	2758985	129
non_coding_2782	region	2760395	2760547	153
non_coding_2783	region	2761174	2761351	178
non_coding_2785	region	2765154	2765513	360
non_coding_2786	region	2765777	2765918	142
non_coding_2788	region	2767356	2767710	355
non_coding_2789	region	2768574	2768665	92
non_coding_2790	region	2769487	2769703	217
non_coding_2791	region	2770405	2770445	41
non_coding_2792	region	2770682	2770681	0
non_coding_2793	region	2771125	2771148	24
non_coding_2794	region	2771616	2771840	225
non_coding_2795	region	2772155	2772167	13
non_coding_2796	region	2773183	2773318	136
non_coding_2797	region	2775022	2775545	524
non_coding_2798	region	2775817	2775919	103
non_coding_2799	region	2776378	2776386	9
non_coding_2800	region	2776869	2776877	9
non_coding_2801	region	2777078	2777115	38
non_coding_2802	region	2777433	2777453	21
non_coding_2803	region	2777783	2777972	190
non_coding_2804	region	2777986	2778146	161
non_coding_2805	region	2782727	2783065	339
non_coding_2806	region	2783305	2783638	334
non_coding_2807	region	2784430	2784529	100
non_coding_2808	region	2785012	2785762	751
non_coding_2809	region	2785838	2786397	560
non_coding_2810	region	2788650	2788985	336
non_coding_2811	region	2789963	2789982	20
non_coding_2812	region	2791251	2791273	23
non_coding_2813	region	2792722	2792735	14
non_coding_2814	region	2794016	2794253	238
non_coding_2815	region	2795654	2795674	21
non_coding_2816	region	2796337	2796337	1
non_coding_2817	region	2796787	2796870	84
non_coding_2818	region	2797029	2797211	183
non_coding_2819	region	2797511	2797520	10
non_coding_2820	region	2798045	2798091	47
non_coding_2821	region	2798496	2799164	669
non_coding_2822	region	2799614	2799650	37
non_coding_2823	region	2799995	2800146	152
non_coding_2824	region	2800476	2800723	248
non_coding_2827	region	2803493	2803502	10
non_coding_2828	region	2804462	2804815	354
non_coding_2830	region	2807075	2807132	58
non_coding_2831	region	2808125	2808316	192
non_coding_2832	region	2809494	2809617	124
non_coding_2834	region	2810680	2810770	91
non_coding_2835	region	2811301	2811427	127
non_coding_2836	region	2812600	2812616	17
non_coding_2837	region	2814155	2814218	64
non_coding_2838	region	2814734	2814802	69
non_coding_2839	region	2814875	2814883	9
non_coding_2840	region	2816440	2816512	73
non_coding_2842	region	2817504	2817784	281
non_coding_2843	region	2817861	2818059	199
non_coding_2844	region	2818136	2818198	63
non_coding_2845	region	2818275	2818473	199
non_coding_2846	region	2818550	2818553	4
non_coding_2847	region	2818646	2818961	316
non_coding_2848	region	2819147	2819381	235
non_coding_2849	region	2822012	2822139	128
non_coding_2850	region	2822640	2822708	69
non_coding_2851	region	2823770	2823849	80
non_coding_2852	region	2824347	2824491	145
non_coding_2853	region	2825577	2825832	256
non_coding_2855	region	2827352	2827362	11
non_coding_2856	region	2827734	2827737	4
non_coding_2857	region	2828517	2828621	105
non_coding_2858	region	2828981	2829047	67
non_coding_2861	region	2832290	2832476	187
non_coding_2863	region	2835046	2835173	128
non_coding_2864	region	2837426	2837578	153
non_coding_2865	region	2838106	2838254	149
non_coding_2866	region	2839265	2839524	260
non_coding_2867	region	2840982	2840990	9
non_coding_2868	region	2842415	2842573	159
non_coding_2871	region	2844211	2844210	0
non_coding_2872	region	2844753	2844762	10
non_coding_2873	region	2846472	2846489	18
non_coding_2874	region	2847413	2847415	3
non_coding_2876	region	2849850	2849974	125
non_coding_2877	region	2850436	2850647	212
non_coding_2878	region	2850998	2851001	4
non_coding_2880	region	2852137	2852136	0
non_coding_2882	region	2854265	2854338	74
non_coding_2883	region	2856417	2856453	37
non_coding_2884	region	2856807	2857093	287
non_coding_2885	region	2859655	2859760	106
non_coding_2886	region	2860417	2860467	51
non_coding_2887	region	2861235	2861430	196
non_coding_2889	region	2863502	2863593	92
non_coding_2890	region	2864232	2864236	5
non_coding_2891	region	2865013	2865101	89
non_coding_2892	region	2866466	2866559	94
non_coding_2893	region	2867552	2867614	63
non_coding_2894	region	2868754	2868893	140
non_coding_2898	region	2871781	2871780	0
non_coding_2899	region	2872491	2872509	19
non_coding_2900	region	2872821	2873014	194
non_coding_2901	region	2873338	2873387	50
non_coding_2902	region	2873993	2873992	0
non_coding_2903	region	2875420	2875421	2
non_coding_2904	region	2876330	2876581	252
non_coding_2905	region	2877619	2878569	951
non_coding_2906	region	2878854	2878855	2
non_coding_2907	region	2879773	2879788	16
non_coding_2909	region	2881049	2881051	3
non_coding_2910	region	2882143	2882155	13
non_coding_2912	region	2884139	2884553	415
non_coding_2913	region	2887220	2887353	134
non_coding_2914	region	2887412	2887578	167
non_coding_2915	region	2888313	2888387	75
non_coding_2916	region	2890100	2890099	0
non_coding_2917	region	2891899	2892214	316
non_coding_2918	region	2892580	2892657	78
non_coding_2920	region	2894180	2894196	17
non_coding_2921	region	2894772	2894919	148
non_coding_2924	region	2897871	2897964	94
non_coding_2925	region	2899419	2899488	70
non_coding_2926	region	2900274	2900592	319
non_coding_2927	region	2901870	2901896	27
non_coding_2928	region	2903375	2904747	1373
non_coding_2929	region	2905419	2905557	139
non_coding_2930	region	2905698	2905711	14
non_coding_2931	region	2906584	2906643	60
non_coding_2932	region	2907942	2908029	88
non_coding_2933	region	2909667	2909894	228
non_coding_2934	region	2910686	2910756	71
non_coding_2935	region	2911092	2911091	0
non_coding_2936	region	2911340	2911417	78
non_coding_2937	region	2913652	2913699	48
non_coding_2938	region	2915001	2915057	57
non_coding_2939	region	2917814	2918045	232
non_coding_2940	region	2919386	2919406	21
non_coding_2941	region	2920747	2920748	2
non_coding_2942	region	2922101	2922535	435
non_coding_2943	region	2922985	2923002	18
non_coding_2944	region	2923785	2923784	0
non_coding_2945	region	2924114	2924156	43
non_coding_2946	region	2924525	2924735	211
non_coding_2947	region	2925281	2925348	68
non_coding_2948	region	2926197	2926308	112
non_coding_2949	region	2927673	2928229	557
non_coding_2950	region	2929519	2929576	58
non_coding_2951	region	2930944	2931055	112
non_coding_2952	region	2931811	2931865	55
non_coding_2953	region	2933014	2933041	28
non_coding_2954	region	2933689	2934235	547
non_coding_2955	region	2935552	2935584	33
non_coding_2956	region	2937360	2937468	109
non_coding_2957	region	2938887	2938888	2
non_coding_2958	region	2939311	2939368	58
non_coding_2959	region	2940100	2940143	44
non_coding_2961	region	2941632	2941650	19
non_coding_2962	region	2942568	2942696	129
non_coding_2963	region	2942902	2942918	17
non_coding_2964	region	2943146	2943337	192
non_coding_2965	region	2944543	2944542	0
non_coding_2966	region	2944986	2945036	51
non_coding_2967	region	2945843	2946081	239
non_coding_2968	region	2947179	2947387	209
non_coding_2969	region	2947464	2947497	34
non_coding_2970	region	2947574	2947607	34
non_coding_2971	region	2947684	2947757	74
non_coding_2972	region	2949011	2949242	232
non_coding_2973	region	2950574	2950635	62
non_coding_2974	region	2952462	2952461	0
non_coding_2976	region	2958885	2959060	176
non_coding_2977	region	2962429	2962441	13
non_coding_2981	region	2964178	2964361	184
non_coding_2982	region	2965156	2965162	7
non_coding_2983	region	2966038	2966188	151
non_coding_2984	region	2968435	2968447	13
non_coding_2985	region	2968978	2969330	353
non_coding_2986	region	2969477	2969662	186
non_coding_2987	region	2970352	2970420	69
non_coding_2988	region	2971134	2971271	138
non_coding_2989	region	2971490	2971597	108
non_coding_2990	region	2972638	2972669	32
non_coding_2992	region	2976015	2976102	88
non_coding_2993	region	2976190	2976304	115
non_coding_2994	region	2976386	2976599	214
non_coding_2995	region	2977631	2977637	7
non_coding_2996	region	2978900	2979021	122
non_coding_2998	region	2980636	2980764	129
non_coding_2999	region	2982183	2982497	315
non_coding_3000	region	2983259	2983288	30
non_coding_3001	region	2984125	2984411	287
non_coding_3002	region	2985593	2985847	255
non_coding_3003	region	2987077	2987536	460
non_coding_3004	region	2988169	2988502	334
non_coding_3006	region	2989787	2989819	33
non_coding_3007	region	2989900	2989935	36
non_coding_3008	region	2990361	2990554	194
non_coding_3009	region	2991044	2991268	225
non_coding_3010	region	2991760	2992094	335
non_coding_3011	region	2993471	2993638	168
non_coding_3012	region	2993857	2993939	83
non_coding_3013	region	2994442	2994460	19
non_coding_3014	region	2994904	2994937	34
non_coding_3015	region	2995093	2995314	222
non_coding_3017	region	2996361	2996372	12
non_coding_3019	region	2997601	2997689	89
non_coding_3020	region	2997989	2998034	46
non_coding_3021	region	2998829	2998984	156
non_coding_3022	region	2999058	2999136	79
non_coding_3023	region	2999892	3000345	454
non_coding_3024	region	3002604	3002614	11
non_coding_3026	region	3003969	3004008	40
non_coding_3027	region	3005787	3006262	476
non_coding_3028	region	3007453	3007510	58
non_coding_3029	region	3008707	3008764	58
non_coding_3030	region	3009976	3010028	53
non_coding_3031	region	3011414	3011461	48
non_coding_3032	region	3012394	3012614	221
non_coding_3033	region	3014240	3014287	48
non_coding_3034	region	3015058	3015160	103
non_coding_3035	region	3015739	3016060	322
non_coding_3036	region	3019159	3019161	3
non_coding_3037	region	3020490	3020540	51
non_coding_3039	region	3024187	3024351	165
non_coding_3040	region	3025752	3025766	15
non_coding_3041	region	3027086	3027121	36
non_coding_3042	region	3028489	3028524	36
non_coding_3043	region	3029013	3029012	0
non_coding_3044	region	3030932	3031367	436
non_coding_3045	region	3032816	3032817	2
non_coding_3047	region	3033011	3033065	55
non_coding_3048	region	3033614	3033657	44
non_coding_3049	region	3035175	3035184	10
non_coding_3050	region	3036283	3036373	91
non_coding_3051	region	3038107	3038112	6
non_coding_3052	region	3038823	3038847	25
non_coding_3053	region	3039744	3039855	112
non_coding_3054	region	3040377	3040416	40
non_coding_3056	region	3041071	3041313	243
non_coding_3057	region	3042294	3042489	196
non_coding_3058	region	3043149	3043312	164
non_coding_3059	region	3043624	3043662	39
non_coding_3060	region	3045102	3045158	57
non_coding_3061	region	3045902	3046168	267
non_coding_3062	region	3049042	3049160	119
non_coding_3063	region	3049550	3049573	24
non_coding_3064	region	3050668	3050958	291
non_coding_3065	region	3051042	3051115	74
non_coding_3066	region	3052318	3052340	23
non_coding_3068	region	3054841	3054866	26
non_coding_3069	region	3055445	3055612	168
non_coding_3070	region	3055942	3055983	42
non_coding_3071	region	3056166	3056241	76
non_coding_3072	region	3056790	3056851	62
non_coding_3074	region	3056950	3057178	229
non_coding_3075	region	3058411	3058666	256
non_coding_3076	region	3059326	3059381	56
non_coding_3077	region	3059612	3059753	142
non_coding_3078	region	3060647	3060850	204
non_coding_3080	region	3063983	3063993	11
non_coding_3081	region	3064779	3064802	24
non_coding_3083	region	3067174	3067340	167
non_coding_3084	region	3068081	3068173	93
non_coding_3085	region	3068809	3068947	139
non_coding_3086	region	3069808	3070165	358
non_coding_3087	region	3071245	3071459	215
non_coding_3088	region	3072623	3072672	50
non_coding_3089	region	3073692	3073976	285
non_coding_3091	region	3075196	3075217	22
non_coding_3093	region	3077457	3077471	15
non_coding_3094	region	3078860	3078887	28
non_coding_3095	region	3079331	3079644	314
non_coding_3096	region	3081636	3081913	278
non_coding_3097	region	3082672	3082877	206
non_coding_3098	region	3083798	3083935	138
non_coding_3099	region	3085912	3085920	9
non_coding_3100	region	3086052	3086145	94
non_coding_3103	region	3086651	3086706	56
non_coding_3104	region	3087861	3088284	424
non_coding_3105	region	3089679	3089755	77
non_coding_3106	region	3090253	3090347	95
non_coding_3107	region	3091055	3091134	80
non_coding_3108	region	3091866	3091878	13
non_coding_3109	region	3092829	3092937	109
non_coding_3110	region	3093501	3093500	0
non_coding_3111	region	3093917	3094100	184
non_coding_3112	region	3095081	3095098	18
non_coding_3113	region	3095803	3095820	18
non_coding_3115	region	3096674	3096681	8
non_coding_3117	region	3098404	3098558	155
non_coding_3118	region	3099566	3099682	117
non_coding_3119	region	3100729	3100904	176
non_coding_3120	region	3101624	3101807	184
non_coding_3121	region	3102134	3102133	0
non_coding_3122	region	3102853	3103013	161
non_coding_3123	region	3104066	3104093	28
non_coding_3124	region	3104369	3104433	65
non_coding_3125	region	3105513	3105714	202
non_coding_3126	region	3106971	3107020	50
non_coding_3127	region	3109156	3109317	162
non_coding_3128	region	3109401	3109553	153
non_coding_3129	region	3110261	3110366	106
non_coding_3130	region	3110442	3110590	149
non_coding_3131	region	3111127	3111128	2
non_coding_3133	region	3111326	3112054	729
non_coding_3134	region	3113050	3113067	18
non_coding_3135	region	3113478	3113543	66
non_coding_3136	region	3114353	3114550	198
non_coding_3137	region	3119113	3119597	485
non_coding_3138	region	3121280	3121634	355
non_coding_3139	region	3123806	3123827	22
non_coding_3140	region	3124232	3124236	5
non_coding_3141	region	3125460	3125470	11
non_coding_3142	region	3126523	3126522	0
non_coding_3143	region	3128022	3128272	251
non_coding_3144	region	3129037	3129043	7
non_coding_3146	region	3131195	3131341	147
non_coding_3147	region	3132409	3132454	46
non_coding_3148	region	3133213	3133244	32
non_coding_3149	region	3133958	3134131	174
non_coding_3150	region	3134824	3134872	49
non_coding_3151	region	3136372	3136663	292
non_coding_3152	region	3138523	3138727	205
non_coding_3153	region	3139594	3139716	123
non_coding_3154	region	3139965	3139977	13
non_coding_3157	region	3141287	3141286	0
non_coding_3160	region	3145141	3145143	3
non_coding_3161	region	3146262	3146450	189
non_coding_3162	region	3146738	3146856	119
non_coding_3164	region	3147741	3147897	157
non_coding_3165	region	3148938	3148977	40
non_coding_3166	region	3149472	3149662	191
non_coding_3167	region	3150547	3150818	272
non_coding_3168	region	3151244	3151250	7
non_coding_3169	region	3151985	3152236	252
non_coding_3170	region	3153424	3153563	140
non_coding_3171	region	3154223	3154262	40
non_coding_3172	region	3155219	3155355	137
non_coding_3173	region	3156519	3156623	105
non_coding_3174	region	3157451	3157650	200
non_coding_3175	region	3158577	3158627	51
non_coding_3176	region	3158885	3158927	43
non_coding_3177	region	3161147	3161257	111
non_coding_3178	region	3162670	3162744	75
non_coding_3179	region	3163482	3163715	234
non_coding_3180	region	3165974	3166111	138
non_coding_3181	region	3167719	3167851	133
non_coding_3182	region	3168247	3168248	2
non_coding_3183	region	3168545	3168749	205
non_coding_3184	region	3169232	3169284	53
non_coding_3185	region	3169677	3169828	152
non_coding_3187	region	3171834	3171879	46
non_coding_3188	region	3172212	3172530	319
non_coding_3189	region	3173112	3173142	31
non_coding_3190	region	3173457	3173504	48
non_coding_3191	region	3175397	3175425	29
non_coding_3192	region	3176007	3176006	0
non_coding_3193	region	3176834	3176858	25
non_coding_3194	region	3177281	3177281	1
non_coding_3195	region	3177911	3178115	205
non_coding_3196	region	3179597	3179744	148
non_coding_3197	region	3180416	3180421	6
non_coding_3198	region	3181582	3181619	38
non_coding_3199	region	3182435	3182550	116
non_coding_3200	region	3183324	3183381	58
non_coding_3201	region	3183552	3183813	262
non_coding_3202	region	3184467	3184840	374
non_coding_3203	region	3185131	3185414	284
non_coding_3204	region	3185966	3186025	60
non_coding_3207	region	3187416	3189881	2466
non_coding_3208	region	3190631	3190632	2
non_coding_3209	region	3191697	3191739	43
non_coding_3210	region	3191940	3192208	269
non_coding_3211	region	3192838	3192864	27
non_coding_3212	region	3194526	3194721	196
non_coding_3214	region	3194826	3195097	272
non_coding_3216	region	3195201	3195320	120
non_coding_3217	region	3196754	3196801	48
non_coding_3218	region	3199642	3199664	23
non_coding_3219	region	3200966	3201207	242
non_coding_3220	region	3201828	3201891	64
non_coding_3221	region	3203130	3203310	181
non_coding_3222	region	3204132	3204221	90
non_coding_3223	region	3204590	3204694	105
non_coding_3224	region	3205312	3205324	13
non_coding_3225	region	3206257	3206463	207
non_coding_3227	region	3207977	3208024	48
non_coding_3228	region	3209488	3209530	43
non_coding_3229	region	3210544	3210781	238
non_coding_3230	region	3210997	3211107	111
non_coding_3231	region	3212853	3213047	195
non_coding_3232	region	3214889	3214967	79
non_coding_3233	region	3215474	3215598	125
non_coding_3234	region	3215674	3215727	54
non_coding_3235	region	3216492	3216779	288
non_coding_3236	region	3217403	3217556	154
non_coding_3237	region	3219077	3219494	418
non_coding_3238	region	3220874	3220915	42
non_coding_3239	region	3221248	3221466	219
non_coding_3240	region	3222450	3222633	184
non_coding_3242	region	3226172	3226234	63
non_coding_3243	region	3227668	3227801	134
non_coding_3244	region	3228872	3228888	17
non_coding_3245	region	3231240	3231665	426
non_coding_3246	region	3233684	3233728	45
non_coding_3248	region	3234456	3234739	284
non_coding_3249	region	3235876	3235960	85
non_coding_3250	region	3236464	3236540	77
non_coding_3251	region	3237233	3237311	79
non_coding_3252	region	3238298	3238580	283
non_coding_3253	region	3239546	3239944	399
non_coding_3254	region	3241189	3241193	5
non_coding_3255	region	3241745	3241827	83
non_coding_3256	region	3243315	3243329	15
non_coding_3257	region	3244742	3245224	483
non_coding_3258	region	3246523	3246652	130
non_coding_3259	region	3247429	3247668	240
non_coding_3260	region	3247752	3247773	22
non_coding_3261	region	3248436	3248439	4
non_coding_3262	region	3248823	3248969	147
non_coding_3263	region	3249338	3249375	38
non_coding_3264	region	3249681	3249683	3
non_coding_3266	region	3250377	3250562	186
non_coding_3267	region	3250955	3251024	70
non_coding_3268	region	3252011	3252304	294
non_coding_3269	region	3252670	3252911	242
non_coding_3270	region	3253268	3253318	51
non_coding_3271	region	3254215	3254319	105
non_coding_3272	region	3255021	3255043	23
non_coding_3273	region	3255208	3255341	134
non_coding_3274	region	3256652	3256679	28
non_coding_3275	region	3258011	3258285	275
non_coding_3276	region	3259650	3259721	72
non_coding_3277	region	3260111	3260124	14
non_coding_3278	region	3262419	3262452	34
non_coding_3279	region	3263661	3263686	26
non_coding_3280	region	3265018	3265039	22
non_coding_3281	region	3266029	3266127	99
non_coding_3282	region	3267066	3267380	315
non_coding_3283	region	3267599	3267854	256
non_coding_3284	region	3268394	3268415	22
non_coding_3285	region	3269603	3270216	614
non_coding_3286	region	3270593	3270625	33
non_coding_3287	region	3271771	3271867	97
non_coding_3288	region	3272752	3272787	36
non_coding_3289	region	3273558	3273573	16
non_coding_3290	region	3274908	3275282	375
non_coding_3291	region	3276854	3277002	149
non_coding_3292	region	3277338	3277337	0
non_coding_3293	region	3277802	3277856	55
non_coding_3294	region	3278666	3278914	249
non_coding_3295	region	3280195	3280217	23
non_coding_3296	region	3280691	3280701	11
non_coding_3297	region	3281103	3281122	20
non_coding_3298	region	3281626	3281976	351
non_coding_3299	region	3283131	3283143	13
non_coding_3300	region	3284004	3284170	167
non_coding_3301	region	3284647	3284685	39
non_coding_3303	region	3286270	3286270	1
non_coding_3304	region	3287026	3287426	401
non_coding_3305	region	3288011	3288090	80
non_coding_3306	region	3288786	3288814	29
non_coding_3307	region	3291331	3291341	11
non_coding_3308	region	3292433	3292475	43
non_coding_3309	region	3293336	3293400	65
non_coding_3311	region	3295790	3295809	20
non_coding_3312	region	3296400	3296409	10
non_coding_3313	region	3296985	3297098	114
non_coding_3314	region	3298139	3298211	73
non_coding_3315	region	3298847	3298974	128
non_coding_3317	region	3299916	3299966	51
non_coding_3320	region	3301277	3301485	209
non_coding_3321	region	3302481	3302489	9
non_coding_3322	region	3303368	3303448	81
non_coding_3323	region	3304456	3304573	118
non_coding_3324	region	3305818	3305971	154
non_coding_3326	region	3307934	3308040	107
non_coding_3327	region	3308925	3309033	109
non_coding_3328	region	3311169	3311183	15
non_coding_3329	region	3311399	3311415	17
non_coding_3330	region	3311685	3311833	149
non_coding_3331	region	3312778	3312777	0
non_coding_3332	region	3313179	3313342	164
non_coding_3333	region	3316015	3316039	25
non_coding_3334	region	3317527	3317554	28
non_coding_3335	region	3318007	3318213	207
non_coding_3336	region	3318290	3318637	348
non_coding_3337	region	3319981	3319988	8
non_coding_3338	region	3321614	3322072	459
non_coding_3339	region	3322159	3322173	15
non_coding_3340	region	3322506	3322733	228
non_coding_3342	region	3324912	3325001	90
non_coding_3343	region	3326936	3327035	100
non_coding_3344	region	3327665	3327790	126
non_coding_3345	region	3328084	3328239	156
non_coding_3346	region	3328716	3328963	248
non_coding_3347	region	3330397	3330582	186
non_coding_3348	region	3331755	3331770	16
non_coding_3349	region	3332736	3332862	127
non_coding_3350	region	3333120	3333140	21
non_coding_3351	region	3333452	3333710	259
non_coding_3352	region	3334682	3334909	228
non_coding_3353	region	3335188	3335235	48
non_coding_3354	region	3336495	3336549	55
non_coding_3355	region	3336804	3336963	160
non_coding_3356	region	3337257	3337256	0
non_coding_3357	region	3337892	3337910	19
non_coding_3358	region	3338462	3338466	5
non_coding_3359	region	3339249	3339256	8
non_coding_3360	region	3340066	3340275	210
non_coding_3361	region	3341253	3341266	14
non_coding_3362	region	3342253	3342273	21
non_coding_3365	region	3343938	3343944	7
non_coding_3366	region	3344670	3344717	48
non_coding_3367	region	3346151	3346173	23
non_coding_3368	region	3346461	3346578	118
non_coding_3369	region	3347070	3347115	46
non_coding_3371	region	3348239	3348452	214
non_coding_3374	region	3350460	3350577	118
non_coding_3376	region	3353026	3353121	96
non_coding_3377	region	3354051	3354725	675
non_coding_3378	region	3359186	3359198	13
non_coding_3379	region	3360617	3361176	560
non_coding_3380	region	3361941	3362112	172
non_coding_3381	region	3362787	3362807	21
non_coding_3384	region	3366683	3366926	244
non_coding_3385	region	3367643	3367827	185
non_coding_3386	region	3368955	3369014	60
non_coding_3389	region	3371037	3371084	48
non_coding_3390	region	3372575	3372683	109
non_coding_3391	region	3373577	3373698	122
non_coding_3392	region	3374490	3374869	380
non_coding_3393	region	3376237	3376279	43
non_coding_3394	region	3376777	3376782	6
non_coding_3395	region	3377421	3377815	395
non_coding_3396	region	3378208	3378223	16
non_coding_3397	region	3378652	3378870	219
non_coding_3398	region	3379998	3380191	194
non_coding_3399	region	3380590	3380743	154
non_coding_3400	region	3382111	3382200	90
non_coding_3401	region	3383268	3383330	63
